id,PI,matrix,plot,treatment,day,depth,in_plot_location,block,runoff_sample
P5-s3-d2-t21,Jared,soil,5,manured_strip,t21,d2,s3,2,NA
P5-s3-d2-t42,Jared,soil,5,manured_strip,t42,d2,s3,2,NA
P5-s4-d1-b,Jared,soil,5,manured_strip,b,d1,s4,2,NA
P5-s4-d1-t0,Jared,soil,5,manured_strip,t0,d1,s4,2,NA
P5-s4-d1-t14,Jared,soil,5,manured_strip,t14,d1,s4,2,NA
P5-s4-d1-t2,Jared,soil,5,manured_strip,t2,d1,s4,2,NA
P5-s4-d1-t21,Jared,soil,5,manured_strip,t21,d1,s4,2,NA
P5-s4-d1-t42,Jared,soil,5,manured_strip,t42,d1,s4,2,NA
P5-s4-d2-b,Jared,soil,5,manured_strip,b,d2,s4,2,NA
P5-s4-d2-t0,Jared,soil,5,manured_strip,t0,d2,s4,2,NA
P5-s4-d2-t14,Jared,soil,5,manured_strip,t14,d2,s4,2,NA
P5-s4-d2-t2,Jared,soil,5,manured_strip,t2,d2,s4,2,NA
P5-s4-d2-t21,Jared,soil,5,manured_strip,t21,d2,s4,2,NA
P5-s4-d2-t42,Jared,soil,5,manured_strip,t42,d2,s4,2,NA
P5-s5-d1-b,Jared,soil,5,manured_strip,b,d1,s5,2,NA
P5-s5-d1-t0,Jared,soil,5,manured_strip,t0,d1,s5,2,NA
P5-s5-d1-t14,Jared,soil,5,manured_strip,t14,d1,s5,2,NA
P5-s5-d1-t2,Jared,soil,5,manured_strip,t2,d1,s5,2,NA
P5-s5-d1-t21,Jared,soil,5,manured_strip,t21,d1,s5,2,NA
P5-s5-d1-t42,Jared,soil,5,manured_strip,t42,d1,s5,2,NA
P5-s5-d2-t0,Jared,soil,5,manured_strip,t0,d2,s5,2,NA
P5-s5-d2-t14,Jared,soil,5,manured_strip,t14,d2,s5,2,NA
P5-s5-d2-t2,Jared,soil,5,manured_strip,t2,d2,s5,2,NA
P5-s5-d2-t21,Jared,soil,5,manured_strip,t21,d2,s5,2,NA
P5-s5-d2-t42,Jared,soil,5,manured_strip,t42,d2,s5,2,NA
P5-s6-d1-b,Jared,soil,5,manured_strip,b,d1,s6,2,NA
P5-s6-d1-t0,Jared,soil,5,manured_strip,t0,d1,s6,2,NA
P5-s6-d1-t14,Jared,soil,5,manured_strip,t14,d1,s6,2,NA
P5-s6-d1-t2,Jared,soil,5,manured_strip,t2,d1,s6,2,NA
P5-s6-d1-t21,Jared,soil,5,manured_strip,t21,d1,s6,2,NA
P5-s6-d1-t42,Jared,soil,5,manured_strip,t42,d1,s6,2,NA
P5-s6-d2-b,Jared,soil,5,manured_strip,b,d2,s6,2,NA
P5-s6-d2-t0,Jared,soil,5,manured_strip,t0,d2,s6,2,NA
P5-s6-d2-t14,Jared,soil,5,manured_strip,t14,d2,s6,2,NA
P5-s6-d2-t2,Jared,soil,5,manured_strip,t2,d2,s6,2,NA
P5-s6-d2-t21,Jared,soil,5,manured_strip,t21,d2,s6,2,NA
P5-s6-d2-t42,Jared,soil,5,manured_strip,t42,d2,s6,2,NA
P5-s7-d1-b,Jared,soil,5,manured_strip,b,d1,s7,2,NA
P5-s7-d1-t0,Jared,soil,5,manured_strip,t0,d1,s7,2,NA
P5-s7-d1-t14,Jared,soil,5,manured_strip,t14,d1,s7,2,NA
P5-s7-d1-t2,Jared,soil,5,manured_strip,t2,d1,s7,2,NA
P5-s7-d1-t21,Jared,soil,5,manured_strip,t21,d1,s7,2,NA
P5-s7-d2-b,Jared,soil,5,manured_strip,b,d2,s7,2,NA
P5-s7-d2-t0,Jared,soil,5,manured_strip,t0,d2,s7,2,NA
P5-s7-d2-t14,Jared,soil,5,manured_strip,t14,d2,s7,2,NA
P5-s7-d2-t21,Jared,soil,5,manured_strip,t21,d2,s7,2,NA
P5-s7-d2-t42,Jared,soil,5,manured_strip,t42,d2,s7,2,NA
P5-s8-d1-b,Jared,soil,5,manured_strip,b,d1,s8,2,NA
P5-s8-d1-t0,Jared,soil,5,manured_strip,t0,d1,s8,2,NA
P5-s8-d1-t14,Jared,soil,5,manured_strip,t14,d1,s8,2,NA
P5-s8-d1-t2,Jared,soil,5,manured_strip,t2,d1,s8,2,NA
P5-s8-d1-t21,Jared,soil,5,manured_strip,t21,d1,s8,2,NA
P5-s8-d1-t42,Jared,soil,5,manured_strip,t42,d1,s8,2,NA
P5-s8-d2-b,Jared,soil,5,manured_strip,b,d2,s8,2,NA
P5-s8-d2-t0,Jared,soil,5,manured_strip,t0,d2,s8,2,NA
P5-s8-d2-t14,Jared,soil,5,manured_strip,t14,d2,s8,2,NA
P5-s8-d2-t2,Jared,soil,5,manured_strip,t2,d2,s8,2,NA
P5-s8-d2-t21,Jared,soil,5,manured_strip,t21,d2,s8,2,NA
P5-s8-d2-t42,Jared,soil,5,manured_strip,t42,d2,s8,2,NA
P5-s9-d1-b,Jared,soil,5,manured_strip,b,d1,s9,2,NA
P5-s9-d1-t0,Jared,soil,5,manured_strip,t0,d1,s9,2,NA
P5-s9-d1-t14,Jared,soil,5,manured_strip,t14,d1,s9,2,NA
P5-s9-d1-t2,Jared,soil,5,manured_strip,t2,d1,s9,2,NA
P5-s9-d1-t21,Jared,soil,5,manured_strip,t21,d1,s9,2,NA
P5-s9-d1-t42,Jared,soil,5,manured_strip,t42,d1,s9,2,NA
P5-s9-d2-b,Jared,soil,5,manured_strip,b,d2,s9,2,NA
P5-s9-d2-t0,Jared,soil,5,manured_strip,t0,d2,s9,2,NA
P5-s9-d2-t14,Jared,soil,5,manured_strip,t14,d2,s9,2,NA
P5-s9-d2-t2,Jared,soil,5,manured_strip,t2,d2,s9,2,NA
P5-s9-d2-t21,Jared,soil,5,manured_strip,t21,d2,s9,2,NA
P5-s9-d2-t42,Jared,soil,5,manured_strip,t42,d2,s9,2,NA
P6-1,Jared,water,6,manured_strip,0,NA,NA,3,1
P6-2,Jared,water,6,manured_strip,0,NA,NA,3,2
P6-3,Jared,water,6,manured_strip,0,NA,NA,3,3
P6-4,Jared,water,6,manured_strip,0,NA,NA,3,4
P6-5,Jared,water,6,manured_strip,0,NA,NA,3,5
P6-6,Jared,water,6,manured_strip,0,NA,NA,3,6
P6-s1-d1-b,Jared,soil,6,manured_strip,b,d1,s1,3,NA
P6-s1-d1-t0,Jared,soil,6,manured_strip,t0,d1,s1,3,NA
P6-s1-d1-t14,Jared,soil,6,manured_strip,t14,d1,s1,3,NA
P6-s1-d1-t2,Jared,soil,6,manured_strip,t2,d1,s1,3,NA
P6-s1-d1-t21,Jared,soil,6,manured_strip,t21,d1,s1,3,NA
P6-s1-d1-t42,Jared,soil,6,manured_strip,t42,d1,s1,3,NA
P6-s1-d2-b,Jared,soil,6,manured_strip,b,d2,s1,3,NA
P6-s1-d2-t0,Jared,soil,6,manured_strip,t0,d2,s1,3,NA
P6-s1-d2-t14,Jared,soil,6,manured_strip,t14,d2,s1,3,NA
P6-s1-d2-t2,Jared,soil,6,manured_strip,t2,d2,s1,3,NA
P6-s1-d2-t21,Jared,soil,6,manured_strip,t21,d2,s1,3,NA
P6-s1-d2-t42,Jared,soil,6,manured_strip,t42,d2,s1,3,NA
P6-s2-d1-b,Jared,soil,6,manured_strip,b,d1,s2,3,NA
P6-s2-d1-t0,Jared,soil,6,manured_strip,t0,d1,s2,3,NA
P6-s2-d1-t14,Jared,soil,6,manured_strip,t14,d1,s2,3,NA
P6-s2-d1-t2,Jared,soil,6,manured_strip,t2,d1,s2,3,NA
P6-s2-d1-t21,Jared,soil,6,manured_strip,t21,d1,s2,3,NA
P6-s2-d1-t42,Jared,soil,6,manured_strip,t42,d1,s2,3,NA
P6-s2-d2-b,Jared,soil,6,manured_strip,b,d2,s2,3,NA
P6-s2-d2-t0,Jared,soil,6,manured_strip,t0,d2,s2,3,NA
P6-s2-d2-t14,Jared,soil,6,manured_strip,t14,d2,s2,3,NA
P6-s2-d2-t2,Jared,soil,6,manured_strip,t2,d2,s2,3,NA
P6-s2-d2-t21,Jared,soil,6,manured_strip,t21,d2,s2,3,NA
P6-s2-d2-t42,Jared,soil,6,manured_strip,t42,d2,s2,3,NA
P6-s3-d1-b,Jared,soil,6,manured_strip,b,d1,s3,3,NA
P6-s3-d1-t0,Jared,soil,6,manured_strip,t0,d1,s3,3,NA
P6-s3-d1-t14,Jared,soil,6,manured_strip,t14,d1,s3,3,NA
P6-s3-d1-t2,Jared,soil,6,manured_strip,t2,d1,s3,3,NA
P6-s3-d1-t21,Jared,soil,6,manured_strip,t21,d1,s3,3,NA
P6-s3-d2-b,Jared,soil,6,manured_strip,b,d2,s3,3,NA
P6-s3-d2-t0,Jared,soil,6,manured_strip,t0,d2,s3,3,NA
P6-s3-d2-t14,Jared,soil,6,manured_strip,t14,d2,s3,3,NA
P6-s3-d2-t2,Jared,soil,6,manured_strip,t2,d2,s3,3,NA
P6-s3-d2-t21,Jared,soil,6,manured_strip,t21,d2,s3,3,NA
P6-s3-d2-t42,Jared,soil,6,manured_strip,t42,d2,s3,3,NA
P6-s4-d1-b,Jared,soil,6,manured_strip,b,d1,s4,3,NA
P6-s4-d1-t0,Jared,soil,6,manured_strip,t0,d1,s4,3,NA
P6-s4-d1-t14,Jared,soil,6,manured_strip,t14,d1,s4,3,NA
P6-s4-d1-t2,Jared,soil,6,manured_strip,t2,d1,s4,3,NA
P6-s4-d1-t42,Jared,soil,6,manured_strip,t42,d1,s4,3,NA
P6-s4-d2-t0,Jared,soil,6,manured_strip,t0,d2,s4,3,NA
P6-s4-d2-t14,Jared,soil,6,manured_strip,t14,d2,s4,3,NA
P6-s4-d2-t2,Jared,soil,6,manured_strip,t2,d2,s4,3,NA
P6-s4-d2-t21,Jared,soil,6,manured_strip,t21,d2,s4,3,NA
P6-s4-d2-t42,Jared,soil,6,manured_strip,t42,d2,s4,3,NA
P6-s5-d1-b,Jared,soil,6,manured_strip,b,d1,s5,3,NA
P6-s5-d1-t0,Jared,soil,6,manured_strip,t0,d1,s5,3,NA
P6-s5-d1-t14,Jared,soil,6,manured_strip,t14,d1,s5,3,NA
P6-s5-d1-t2,Jared,soil,6,manured_strip,t2,d1,s5,3,NA
P6-s5-d1-t21,Jared,soil,6,manured_strip,t21,d1,s5,3,NA
P6-s5-d1-t42,Jared,soil,6,manured_strip,t42,d1,s5,3,NA
P6-s5-d2-b,Jared,soil,6,manured_strip,b,d2,s5,3,NA
P6-s5-d2-t0,Jared,soil,6,manured_strip,t0,d2,s5,3,NA
P6-s5-d2-t14,Jared,soil,6,manured_strip,t14,d2,s5,3,NA
P6-s5-d2-t2,Jared,soil,6,manured_strip,t2,d2,s5,3,NA
P6-s5-d2-t21,Jared,soil,6,manured_strip,t21,d2,s5,3,NA
P6-s5-d2-t42,Jared,soil,6,manured_strip,t42,d2,s5,3,NA
P6-s6-d1-b,Jared,soil,6,manured_strip,b,d1,s6,3,NA
P6-s6-d1-t0,Jared,soil,6,manured_strip,t0,d1,s6,3,NA
P6-s6-d1-t14,Jared,soil,6,manured_strip,t14,d1,s6,3,NA
P6-s6-d1-t2,Jared,soil,6,manured_strip,t2,d1,s6,3,NA
P6-s6-d1-t21,Jared,soil,6,manured_strip,t21,d1,s6,3,NA
P6-s6-d1-t42,Jared,soil,6,manured_strip,t42,d1,s6,3,NA
P6-s6-d2-b,Jared,soil,6,manured_strip,b,d2,s6,3,NA
P6-s6-d2-t0,Jared,soil,6,manured_strip,t0,d2,s6,3,NA
P6-s6-d2-t14,Jared,soil,6,manured_strip,t14,d2,s6,3,NA
P6-s6-d2-t2,Jared,soil,6,manured_strip,t2,d2,s6,3,NA
P6-s6-d2-t21,Jared,soil,6,manured_strip,t21,d2,s6,3,NA
P6-s6-d2-t42,Jared,soil,6,manured_strip,t42,d2,s6,3,NA
P6-s7-d1-b,Jared,soil,6,manured_strip,b,d1,s7,3,NA
P6-s7-d1-t0,Jared,soil,6,manured_strip,t0,d1,s7,3,NA
P6-s7-d1-t14,Jared,soil,6,manured_strip,t14,d1,s7,3,NA
P6-s7-d1-t2,Jared,soil,6,manured_strip,t2,d1,s7,3,NA
P6-s7-d1-t21,Jared,soil,6,manured_strip,t21,d1,s7,3,NA
P6-s7-d1-t42,Jared,soil,6,manured_strip,t42,d1,s7,3,NA
P6-s7-d2-b,Jared,soil,6,manured_strip,b,d2,s7,3,NA
P6-s7-d2-t0,Jared,soil,6,manured_strip,t0,d2,s7,3,NA
P6-s7-d2-t14,Jared,soil,6,manured_strip,t14,d2,s7,3,NA
P6-s7-d2-t2,Jared,soil,6,manured_strip,t2,d2,s7,3,NA
P6-s7-d2-t21,Jared,soil,6,manured_strip,t21,d2,s7,3,NA
P6-s7-d2-t42,Jared,soil,6,manured_strip,t42,d2,s7,3,NA
P6-s8-d1-b,Jared,soil,6,manured_strip,b,d1,s8,3,NA
P6-s8-d1-t0,Jared,soil,6,manured_strip,t0,d1,s8,3,NA
P6-s8-d1-t14,Jared,soil,6,manured_strip,t14,d1,s8,3,NA
P6-s8-d1-t2,Jared,soil,6,manured_strip,t2,d1,s8,3,NA
P6-s8-d1-t21,Jared,soil,6,manured_strip,t21,d1,s8,3,NA
P6-s8-d1-t42,Jared,soil,6,manured_strip,t42,d1,s8,3,NA
P6-s8-d2-b,Jared,soil,6,manured_strip,b,d2,s8,3,NA
P6-s8-d2-t0,Jared,soil,6,manured_strip,t0,d2,s8,3,NA
P6-s8-d2-t14,Jared,soil,6,manured_strip,t14,d2,s8,3,NA
P6-s8-d2-t2,Jared,soil,6,manured_strip,t2,d2,s8,3,NA
P6-s8-d2-t21,Jared,soil,6,manured_strip,t21,d2,s8,3,NA
P6-s8-d2-t42,Jared,soil,6,manured_strip,t42,d2,s8,3,NA
P6-s9-d1-b,Jared,soil,6,manured_strip,b,d1,s9,3,NA
P6-s9-d1-t0,Jared,soil,6,manured_strip,t0,d1,s9,3,NA
P6-s9-d1-t14,Jared,soil,6,manured_strip,t14,d1,s9,3,NA
P6-s9-d1-t2,Jared,soil,6,manured_strip,t2,d1,s9,3,NA
P6-s9-d1-t21,Jared,soil,6,manured_strip,t21,d1,s9,3,NA
P6-s9-d1-t42,Jared,soil,6,manured_strip,t42,d1,s9,3,NA
P6-s9-d2-b,Jared,soil,6,manured_strip,b,d2,s9,3,NA
P6-s9-d2-t0,Jared,soil,6,manured_strip,t0,d2,s9,3,NA
P6-s9-d2-t14,Jared,soil,6,manured_strip,t14,d2,s9,3,NA
P6-s9-d2-t2,Jared,soil,6,manured_strip,t2,d2,s9,3,NA
P6-s9-d2-t21,Jared,soil,6,manured_strip,t21,d2,s9,3,NA
P6-s9-d2-t42,Jared,soil,6,manured_strip,t42,d2,s9,3,NA
P7-1,Jared,water,7,manured_strip,0,NA,NA,1,1
P7-2,Jared,water,7,manured_strip,0,NA,NA,1,2
P7-3,Jared,water,7,manured_strip,0,NA,NA,1,3
P7-4,Jared,water,7,manured_strip,0,NA,NA,1,4
P7-5,Jared,water,7,manured_strip,0,NA,NA,1,5
P7-6,Jared,water,7,manured_strip,0,NA,NA,1,6
P7-s1-d1-b,Jared,soil,7,manured_strip,b,d1,s1,1,NA
P7-s1-d1-t0,Jared,soil,7,manured_strip,t0,d1,s1,1,NA
P7-s1-d1-t14,Jared,soil,7,manured_strip,t14,d1,s1,1,NA
P7-s1-d1-t2,Jared,soil,7,manured_strip,t2,d1,s1,1,NA
P7-s1-d2-b,Jared,soil,7,manured_strip,b,d2,s1,1,NA
P7-s1-d2-t0,Jared,soil,7,manured_strip,t0,d2,s1,1,NA
P7-s1-d2-t14,Jared,soil,7,manured_strip,t14,d2,s1,1,NA
P7-s1-d2-t2,Jared,soil,7,manured_strip,t2,d2,s1,1,NA
P7-s1-d2-t21,Jared,soil,7,manured_strip,t21,d2,s1,1,NA
P7-s1-d2-t42,Jared,soil,7,manured_strip,t42,d2,s1,1,NA
P7-s2-d1-b,Jared,soil,7,manured_strip,b,d1,s2,1,NA
P7-s2-d1-t0,Jared,soil,7,manured_strip,t0,d1,s2,1,NA
P7-s2-d1-t14,Jared,soil,7,manured_strip,t14,d1,s2,1,NA
P7-s2-d1-t2,Jared,soil,7,manured_strip,t2,d1,s2,1,NA
P7-s2-d1-t21,Jared,soil,7,manured_strip,t21,d1,s2,1,NA
P7-s2-d1-t42,Jared,soil,7,manured_strip,t42,d1,s2,1,NA
P7-s2-d2-b,Jared,soil,7,manured_strip,b,d2,s2,1,NA
P7-s2-d2-t0,Jared,soil,7,manured_strip,t0,d2,s2,1,NA
P7-s2-d2-t14,Jared,soil,7,manured_strip,t14,d2,s2,1,NA
P7-s2-d2-t2,Jared,soil,7,manured_strip,t2,d2,s2,1,NA
P7-s2-d2-t21,Jared,soil,7,manured_strip,t21,d2,s2,1,NA
P7-s2-d2-t42,Jared,soil,7,manured_strip,t42,d2,s2,1,NA
P7-s3-d1-b,Jared,soil,7,manured_strip,b,d1,s3,1,NA
P7-s3-d1-t0,Jared,soil,7,manured_strip,t0,d1,s3,1,NA
P7-s3-d1-t14,Jared,soil,7,manured_strip,t14,d1,s3,1,NA
P7-s3-d1-t2,Jared,soil,7,manured_strip,t2,d1,s3,1,NA
P7-s3-d1-t21,Jared,soil,7,manured_strip,t21,d1,s3,1,NA
P7-s3-d1-t42,Jared,soil,7,manured_strip,t42,d1,s3,1,NA
P7-s3-d2-t0,Jared,soil,7,manured_strip,t0,d2,s3,1,NA
P7-s3-d2-t14,Jared,soil,7,manured_strip,t14,d2,s3,1,NA
P7-s3-d2-t2,Jared,soil,7,manured_strip,t2,d2,s3,1,NA
P7-s3-d2-t21,Jared,soil,7,manured_strip,t21,d2,s3,1,NA
P7-s3-d2-t42,Jared,soil,7,manured_strip,t42,d2,s3,1,NA
P7-s4-d1-b,Jared,soil,7,manured_strip,b,d1,s4,1,NA
P7-s4-d1-t0,Jared,soil,7,manured_strip,t0,d1,s4,1,NA
P7-s4-d1-t14,Jared,soil,7,manured_strip,t14,d1,s4,1,NA
P7-s4-d1-t2,Jared,soil,7,manured_strip,t2,d1,s4,1,NA
P7-s4-d1-t21,Jared,soil,7,manured_strip,t21,d1,s4,1,NA
P7-s4-d1-t42,Jared,soil,7,manured_strip,t42,d1,s4,1,NA
P7-s4-d2-b,Jared,soil,7,manured_strip,b,d2,s4,1,NA
P7-s4-d2-t0,Jared,soil,7,manured_strip,t0,d2,s4,1,NA
P7-s4-d2-t14,Jared,soil,7,manured_strip,t14,d2,s4,1,NA
P7-s4-d2-t2,Jared,soil,7,manured_strip,t2,d2,s4,1,NA
P7-s4-d2-t21,Jared,soil,7,manured_strip,t21,d2,s4,1,NA
P7-s4-d2-t42,Jared,soil,7,manured_strip,t42,d2,s4,1,NA
P7-s5-d1-b,Jared,soil,7,manured_strip,b,d1,s5,1,NA
P7-s5-d1-t0,Jared,soil,7,manured_strip,t0,d1,s5,1,NA
P7-s5-d1-t14,Jared,soil,7,manured_strip,t14,d1,s5,1,NA
P7-s5-d1-t2,Jared,soil,7,manured_strip,t2,d1,s5,1,NA
P7-s5-d1-t21,Jared,soil,7,manured_strip,t21,d1,s5,1,NA
P7-s5-d1-t42,Jared,soil,7,manured_strip,t42,d1,s5,1,NA
P7-s5-d2-b,Jared,soil,7,manured_strip,b,d2,s5,1,NA
P7-s5-d2-t0,Jared,soil,7,manured_strip,t0,d2,s5,1,NA
P7-s5-d2-t14,Jared,soil,7,manured_strip,t14,d2,s5,1,NA
P7-s5-d2-t2,Jared,soil,7,manured_strip,t2,d2,s5,1,NA
P7-s5-d2-t21,Jared,soil,7,manured_strip,t21,d2,s5,1,NA
P7-s5-d2-t42,Jared,soil,7,manured_strip,t42,d2,s5,1,NA
P8-1,Jared,water,8,manured_control,0,NA,NA,2,1
P8-2,Jared,water,8,manured_control,0,NA,NA,2,2
P8-3,Jared,water,8,manured_control,0,NA,NA,2,3
P8-4,Jared,water,8,manured_control,0,NA,NA,2,4
P8-5,Jared,water,8,manured_control,0,NA,NA,2,5
P8-6,Jared,water,8,manured_control,0,NA,NA,2,6
P8-s1-d1-b,Jared,soil,8,manured_control,b,d1,s1,2,NA
P8-s1-d1-t0,Jared,soil,8,manured_control,t0,d1,s1,2,NA
P8-s1-d1-t14,Jared,soil,8,manured_control,t14,d1,s1,2,NA
P8-s1-d1-t2,Jared,soil,8,manured_control,t2,d1,s1,2,NA
P8-s1-d1-t21,Jared,soil,8,manured_control,t21,d1,s1,2,NA
P8-s1-d1-t42,Jared,soil,8,manured_control,t42,d1,s1,2,NA
P8-s1-d2-b,Jared,soil,8,manured_control,b,d2,s1,2,NA
P8-s1-d2-t0,Jared,soil,8,manured_control,t0,d2,s1,2,NA
P8-s1-d2-t14,Jared,soil,8,manured_control,t14,d2,s1,2,NA
P8-s1-d2-t2,Jared,soil,8,manured_control,t2,d2,s1,2,NA
P8-s1-d2-t21,Jared,soil,8,manured_control,t21,d2,s1,2,NA
P8-s1-d2-t42,Jared,soil,8,manured_control,t42,d2,s1,2,NA
P8-s2-d1-b,Jared,soil,8,manured_control,b,d1,s2,2,NA
P8-s2-d1-t0,Jared,soil,8,manured_control,t0,d1,s2,2,NA
P8-s2-d1-t14,Jared,soil,8,manured_control,t14,d1,s2,2,NA
P8-s2-d1-t2,Jared,soil,8,manured_control,t2,d1,s2,2,NA
P8-s2-d1-t21,Jared,soil,8,manured_control,t21,d1,s2,2,NA
P8-s2-d1-t42,Jared,soil,8,manured_control,t42,d1,s2,2,NA
P8-s2-d2-b,Jared,soil,8,manured_control,b,d2,s2,2,NA
P8-s2-d2-t0,Jared,soil,8,manured_control,t0,d2,s2,2,NA
P8-s2-d2-t14,Jared,soil,8,manured_control,t14,d2,s2,2,NA
P8-s2-d2-t2,Jared,soil,8,manured_control,t2,d2,s2,2,NA
P8-s2-d2-t42,Jared,soil,8,manured_control,t42,d2,s2,2,NA
P8-s3-d1-b,Jared,soil,8,manured_control,b,d1,s3,2,NA
P8-s3-d1-t0,Jared,soil,8,manured_control,t0,d1,s3,2,NA
P8-s3-d1-t14,Jared,soil,8,manured_control,t14,d1,s3,2,NA
P8-s3-d1-t2,Jared,soil,8,manured_control,t2,d1,s3,2,NA
P8-s3-d1-t21,Jared,soil,8,manured_control,t21,d1,s3,2,NA
P8-s3-d1-t42,Jared,soil,8,manured_control,t42,d1,s3,2,NA
P8-s3-d2-b,Jared,soil,8,manured_control,b,d2,s3,2,NA
P8-s3-d2-t0,Jared,soil,8,manured_control,t0,d2,s3,2,NA
P8-s3-d2-t14,Jared,soil,8,manured_control,t14,d2,s3,2,NA
P8-s3-d2-t2,Jared,soil,8,manured_control,t2,d2,s3,2,NA
P8-s3-d2-t21,Jared,soil,8,manured_control,t21,d2,s3,2,NA
P8-s3-d2-t42,Jared,soil,8,manured_control,t42,d2,s3,2,NA
P8-s4-d1-b,Jared,soil,8,manured_control,b,d1,s4,2,NA
P8-s4-d1-t0,Jared,soil,8,manured_control,t0,d1,s4,2,NA
P8-s4-d1-t14,Jared,soil,8,manured_control,t14,d1,s4,2,NA
P8-s4-d1-t2,Jared,soil,8,manured_control,t2,d1,s4,2,NA
P8-s4-d1-t21,Jared,soil,8,manured_control,t21,d1,s4,2,NA
P8-s4-d1-t42,Jared,soil,8,manured_control,t42,d1,s4,2,NA
P8-s4-d2-b,Jared,soil,8,manured_control,b,d2,s4,2,NA
P8-s4-d2-t0,Jared,soil,8,manured_control,t0,d2,s4,2,NA
P8-s4-d2-t2,Jared,soil,8,manured_control,t2,d2,s4,2,NA
P8-s4-d2-t21,Jared,soil,8,manured_control,t21,d2,s4,2,NA
P8-s4-d2-t42,Jared,soil,8,manured_control,t42,d2,s4,2,NA
P8-s5-d1-b,Jared,soil,8,manured_control,b,d1,s5,2,NA
P8-s5-d1-t0,Jared,soil,8,manured_control,t0,d1,s5,2,NA
P8-s5-d1-t14,Jared,soil,8,manured_control,t14,d1,s5,2,NA
P8-s5-d1-t2,Jared,soil,8,manured_control,t2,d1,s5,2,NA
P8-s5-d1-t21,Jared,soil,8,manured_control,t21,d1,s5,2,NA
P8-s5-d1-t42,Jared,soil,8,manured_control,t42,d1,s5,2,NA
P8-s5-d2-b,Jared,soil,8,manured_control,b,d2,s5,2,NA
P8-s5-d2-t0,Jared,soil,8,manured_control,t0,d2,s5,2,NA
P8-s5-d2-t14,Jared,soil,8,manured_control,t14,d2,s5,2,NA
P8-s5-d2-t2,Jared,soil,8,manured_control,t2,d2,s5,2,NA
P8-s5-d2-t21,Jared,soil,8,manured_control,t21,d2,s5,2,NA
P8-s5-d2-t42,Jared,soil,8,manured_control,t42,d2,s5,2,NA
P9-1,Jared,water,9,manured_control,0,NA,NA,3,1
P9-2,Jared,water,9,manured_control,0,NA,NA,3,2
P9-3,Jared,water,9,manured_control,0,NA,NA,3,3
P9-4,Jared,water,9,manured_control,0,NA,NA,3,4
P9-5,Jared,water,9,manured_control,0,NA,NA,3,5
P9-6,Jared,water,9,manured_control,0,NA,NA,3,6
P9-s1-d1-b,Jared,soil,9,manured_control,b,d1,s1,3,NA
P9-s1-d1-t0,Jared,soil,9,manured_control,t0,d1,s1,3,NA
P9-s1-d1-t14,Jared,soil,9,manured_control,t14,d1,s1,3,NA
P9-s1-d1-t2,Jared,soil,9,manured_control,t2,d1,s1,3,NA
P9-s1-d1-t42,Jared,soil,9,manured_control,t42,d1,s1,3,NA
P9-s1-d2-b,Jared,soil,9,manured_control,b,d2,s1,3,NA
P9-s1-d2-t0,Jared,soil,9,manured_control,t0,d2,s1,3,NA
P9-s1-d2-t14,Jared,soil,9,manured_control,t14,d2,s1,3,NA
P9-s1-d2-t2,Jared,soil,9,manured_control,t2,d2,s1,3,NA
P9-s1-d2-t21,Jared,soil,9,manured_control,t21,d2,s1,3,NA
P9-s1-d2-t42,Jared,soil,9,manured_control,t42,d2,s1,3,NA
P9-s2-d1-b,Jared,soil,9,manured_control,b,d1,s2,3,NA
P9-s2-d1-t0,Jared,soil,9,manured_control,t0,d1,s2,3,NA
P9-s2-d1-t14,Jared,soil,9,manured_control,t14,d1,s2,3,NA
P9-s2-d1-t2,Jared,soil,9,manured_control,t2,d1,s2,3,NA
P9-s2-d1-t21,Jared,soil,9,manured_control,t21,d1,s2,3,NA
P9-s2-d1-t42,Jared,soil,9,manured_control,t42,d1,s2,3,NA
P9-s2-d2-b,Jared,soil,9,manured_control,b,d2,s2,3,NA
P9-s2-d2-t0,Jared,soil,9,manured_control,t0,d2,s2,3,NA
P9-s2-d2-t14,Jared,soil,9,manured_control,t14,d2,s2,3,NA
P9-s2-d2-t2,Jared,soil,9,manured_control,t2,d2,s2,3,NA
P9-s2-d2-t21,Jared,soil,9,manured_control,t21,d2,s2,3,NA
P9-s2-d2-t42,Jared,soil,9,manured_control,t42,d2,s2,3,NA
P9-s3-d1-b,Jared,soil,9,manured_control,b,d1,s3,3,NA
P9-s3-d1-t0,Jared,soil,9,manured_control,t0,d1,s3,3,NA
P9-s3-d1-t14,Jared,soil,9,manured_control,t14,d1,s3,3,NA
P9-s3-d1-t2,Jared,soil,9,manured_control,t2,d1,s3,3,NA
P9-s3-d1-t21,Jared,soil,9,manured_control,t21,d1,s3,3,NA
P9-s3-d1-t42,Jared,soil,9,manured_control,t42,d1,s3,3,NA
P9-s3-d2-b,Jared,soil,9,manured_control,b,d2,s3,3,NA
P9-s3-d2-t14,Jared,soil,9,manured_control,t14,d2,s3,3,NA
P9-s3-d2-t2,Jared,soil,9,manured_control,t2,d2,s3,3,NA
P9-s3-d2-t21,Jared,soil,9,manured_control,t21,d2,s3,3,NA
P9-s3-d2-t42,Jared,soil,9,manured_control,t42,d2,s3,3,NA
P9-s4-d1-b,Jared,soil,9,manured_control,b,d1,s4,3,NA
P9-s4-d1-t0,Jared,soil,9,manured_control,t0,d1,s4,3,NA
