Row	Column	Assay	Sample	Conc	Ct	Tm	Expected Tm	R2	Chi2	Straight R2	Efficiency	Multiple peaks	Outlier	Multimodal melt peaks	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Tm minus mean	Ct minus mean
0	0	16S old 1	B1_manure_a	-1	16.38748	81.1366		0.9999262	3172.28	0.7848821	1.921531	False	False	False	0.005816454										10	1926.002	1.400287	19.2316	5361.375	-2.94369	3.783681		
0	1	16S old 1	B1_manure_b	-1	16.13998	81.17487		0.9999273	1359.963	0.7789673	1.921543	False	False	False	0.005138311										5	1663.273	1.400275	18.98408	3969.376	-5.242608	3.386484		
0	2	16S old 1	B1_manure_c	-1	15.86684	81.08546		0.9999689	534.0024	0.7849618	1.934806	False	False	False	0.00503389										8	1628.178	1.386858	18.69327	3595.006	-1.984376	3.207993		
0	3	16S old 1	B2_manure_a	-1	16.29527	81.3643		0.999975	1304.958	0.7930316	1.932054	False	False	False	0.006181186										10	2045.577	1.389613	19.12533	5865.339	-6.587221	3.867327		
0	4	16S old 1	B2_manure_b	-1	15.87035	81.14484		0.9999722	733.6064	0.7878132	1.925262	False	False	False	0.0068147										7	1779.368	1.396476	18.70945	4487.023	-3.823011	3.521695		
0	5	16S old 1	B2_manure_c	-1	15.77767	81.12273		0.9999735	560.322	0.7930217	1.909436	False	False	False	0.00744939										8	1717.298	1.412843	18.63833	3993.593	-3.342106	3.325509		
0	6	16S old 1	P3_S5_a	-1	15.11428	81.56178		0.9999167	6260.932	0.7442539	1.882147	False	False	False	0.03267										11	3946.088	1.442368	18.01381	8671.175	-59.15298	3.19741		
0	7	16S old 1	P3_S5_b	-1	15.36061	81.58001		0.9999732	3019.098	0.7606812	1.904594	False	False	False	0.02394095										7	3896.285	1.417959	18.228	9163.043	-43.50752	3.351739		
0	8	16S old 1	P4_S9_a	-1	15.65643	81.5879		0.9999344	6899.786	0.7583525	1.928481	False	False	False	0.01568995										15	3912.853	1.393211	18.49123	9114.709	-42.84756	3.329428		
0	9	16S old 1	P4_S9_b	-1	15.54918	81.58231		0.9999332	6683.237	0.7560553	1.904958	False	False	False	0.02021401										11	3973.73	1.417573	18.41606	8865.164	-43.86479	3.230942		
0	10	16S old 1	P8_S2_a	-1	14.88583	81.5739		0.9999446	4539.109	0.7251744	1.896531	False	False	False	0.03333863										10	4542.667	1.426595	17.7646	8530.577	-48.24332	2.877878		
0	11	16S old 1	P8_S2_b	-1	14.95715	81.60295		0.9999609	2421.612	0.7309272	1.903119	False	False	False	0.02652054										15	4333.13	1.419528	17.82661	7542.337	-47.20925	2.740621		
0	12	aacC2	B1_manure_a													NoAmplification																	
0	13	aacC2	B1_manure_b													NoAmplification																	
0	14	aacC2	B1_manure_c													NoAmplification																	
0	15	aacC2	B2_manure_a													NoAmplification																	
0	16	aacC2	B2_manure_b													NoAmplification																	
0	17	aacC2	B2_manure_c													NoAmplification																	
0	18	aacC2	P3_S5_a													NoAmplification																	
0	19	aacC2	P3_S5_b													NoAmplification																	
0	20	aacC2	P4_S9_a													NoAmplification																	
0	21	aacC2	P4_S9_b													NoAmplification																	
0	22	aacC2	P8_S2_a													NoAmplification																	
0	23	aacC2	P8_S2_b													NoAmplification																	
0	24	ampC	B1_manure_a													NoAmplification																	
0	25	ampC	B1_manure_b													NoAmplification																	
0	26	ampC	B1_manure_c													NoAmplification																	
0	27	ampC	B2_manure_a													NoAmplification																	
0	28	ampC	B2_manure_b													NoAmplification																	
0	29	ampC	B2_manure_c													NoAmplification																	
0	30	ampC	P3_S5_a													NoAmplification																	
0	31	ampC	P3_S5_b													NoAmplification																	
0	32	ampC	P4_S9_a													NoAmplification																	
0	33	ampC	P4_S9_b													NoAmplification																	
0	34	ampC	P8_S2_a													NoAmplification																	
0	35	ampC	P8_S2_b													NoAmplification																	
0	36	blaOCH	B1_manure_a													NoAmplification																	
0	37	blaOCH	B1_manure_b													NoAmplification																	
0	38	blaOCH	B1_manure_c													NoAmplification																	
0	39	blaOCH	B2_manure_a													NoAmplification																	
0	40	blaOCH	B2_manure_b													NoAmplification																	
0	41	blaOCH	B2_manure_c													NoAmplification																	
0	42	blaOCH	P3_S5_a													NoAmplification																	
0	43	blaOCH	P3_S5_b													NoAmplification																	
0	44	blaOCH	P4_S9_a													NoAmplification																	
0	45	blaOCH	P4_S9_b													NoAmplification																	
0	46	blaOCH	P8_S2_a													NoAmplification																	
0	47	blaOCH	P8_S2_b													NoAmplification																	
0	48	aac(6')I1	B1_manure_a													NoAmplification																	
0	49	aac(6')I1	B1_manure_b													NoAmplification																	
0	50	aac(6')I1	B1_manure_c													NoAmplification																	
0	51	aac(6')I1	B2_manure_a													NoAmplification																	
0	52	aac(6')I1	B2_manure_b													NoAmplification																	
0	53	aac(6')I1	B2_manure_c													NoAmplification																	
0	54	aac(6')I1	P3_S5_a													NoAmplification																	
0	55	aac(6')I1	P3_S5_b													NoAmplification																	
0	56	aac(6')I1	P4_S9_a													NoAmplification																	
0	57	aac(6')I1	P4_S9_b													NoAmplification																	
0	58	aac(6')I1	P8_S2_a													NoAmplification																	
0	59	aac(6')I1	P8_S2_b													NoAmplification																	
0	60	ere(A)	B1_manure_a	-1	33.701	82.35336		0.9999818	515.1354	0.3961096	1.890476	False	False	False	4.469242E-08	CtIsLarge									12	1449.852	1.433175	36.58844	5465.256	-0.1976366	4.769526		
0	61	ere(A)	B1_manure_b													CtIsLarge, CurveFitFailed																	
0	62	ere(A)	B1_manure_c													CtIsLarge, CurveFitFailed																	
0	63	ere(A)	B2_manure_a													CtIsLarge, CurveFitFailed																	
0	64	ere(A)	B2_manure_b													CtIsLarge, CurveFitFailed																	
0	65	ere(A)	B2_manure_c													NoAmplification																	
0	66	ere(A)	P3_S5_a													CtIsLarge, CurveFitFailed																	
0	67	ere(A)	P3_S5_b													CtIsLarge, CurveFitFailed																	
0	68	ere(A)	P4_S9_a													CtIsLarge, CurveFitFailed																	
0	69	ere(A)	P4_S9_b													CtIsLarge, CurveFitFailed																	
0	70	ere(A)	P8_S2_a													CtIsLarge, CurveFitFailed																	
0	71	ere(A)	P8_S2_b													CtIsLarge, CurveFitFailed																	
1	0	blaVEB	B1_manure_a													NoAmplification																	
1	1	blaVEB	B1_manure_b													NoAmplification																	
1	2	blaVEB	B1_manure_c													NoAmplification																	
1	3	blaVEB	B2_manure_a													NoAmplification																	
1	4	blaVEB	B2_manure_b													NoAmplification																	
1	5	blaVEB	B2_manure_c													NoAmplification																	
1	6	blaVEB	P3_S5_a													NoAmplification																	
1	7	blaVEB	P3_S5_b													NoAmplification																	
1	8	blaVEB	P4_S9_a													NoAmplification																	
1	9	blaVEB	P4_S9_b													NoAmplification																	
1	10	blaVEB	P8_S2_a													NoAmplification																	
1	11	blaVEB	P8_S2_b													NoAmplification																	
1	12	blaFOXnew	B1_manure_a													NoAmplification																	
1	13	blaFOXnew	B1_manure_b													NoAmplification																	
1	14	blaFOXnew	B1_manure_c													NoAmplification																	
1	15	blaFOXnew	B2_manure_a													NoAmplification																	
1	16	blaFOXnew	B2_manure_b													NoAmplification																	
1	17	blaFOXnew	B2_manure_c													NoAmplification																	
1	18	blaFOXnew	P3_S5_a													NoAmplification																	
1	19	blaFOXnew	P3_S5_b													NoAmplification																	
1	20	blaFOXnew	P4_S9_a													NoAmplification																	
1	21	blaFOXnew	P4_S9_b													NoAmplification																	
1	22	blaFOXnew	P8_S2_a													NoAmplification																	
1	23	blaFOXnew	P8_S2_b													NoAmplification																	
1	24	ere(B)	B1_manure_a													NoAmplification																	
1	25	ere(B)	B1_manure_b													NoAmplification																	
1	26	ere(B)	B1_manure_c													NoAmplification																	
1	27	ere(B)	B2_manure_a													NoAmplification																	
1	28	ere(B)	B2_manure_b													NoAmplification																	
1	29	ere(B)	B2_manure_c													NoAmplification																	
1	30	ere(B)	P3_S5_a													NoAmplification																	
1	31	ere(B)	P3_S5_b													NoAmplification																	
1	32	ere(B)	P4_S9_a													NoAmplification																	
1	33	ere(B)	P4_S9_b													NoAmplification																	
1	34	ere(B)	P8_S2_a													NoAmplification																	
1	35	ere(B)	P8_S2_b													NoAmplification																	
1	36	blaIMIR	B1_manure_a													NoAmplification																	
1	37	blaIMIR	B1_manure_b													NoAmplification																	
1	38	blaIMIR	B1_manure_c													NoAmplification																	
1	39	blaIMIR	B2_manure_a													NoAmplification																	
1	40	blaIMIR	B2_manure_b													NoAmplification																	
1	41	blaIMIR	B2_manure_c													NoAmplification																	
1	42	blaIMIR	P3_S5_a													NoAmplification																	
1	43	blaIMIR	P3_S5_b													NoAmplification																	
1	44	blaIMIR	P4_S9_a													NoAmplification																	
1	45	blaIMIR	P4_S9_b													NoAmplification																	
1	46	blaIMIR	P8_S2_a													NoAmplification																	
1	47	blaIMIR	P8_S2_b													NoAmplification																	
1	48	blaCTX-M	B1_manure_a													NoAmplification																	
1	49	blaCTX-M	B1_manure_b													NoAmplification																	
1	50	blaCTX-M	B1_manure_c													NoAmplification																	
1	51	blaCTX-M	B2_manure_a													NoAmplification																	
1	52	blaCTX-M	B2_manure_b													NoAmplification																	
1	53	blaCTX-M	B2_manure_c													NoAmplification																	
1	54	blaCTX-M	P3_S5_a													NoAmplification																	
1	55	blaCTX-M	P3_S5_b													NoAmplification																	
1	56	blaCTX-M	P4_S9_a													NoAmplification																	
1	57	blaCTX-M	P4_S9_b													NoAmplification																	
1	58	blaCTX-M	P8_S2_a													NoAmplification																	
1	59	blaCTX-M	P8_S2_b													NoAmplification																	
1	60	blaSFO	B1_manure_a													NoAmplification																	
1	61	blaSFO	B1_manure_b													NoAmplification																	
1	62	blaSFO	B1_manure_c													NoAmplification																	
1	63	blaSFO	B2_manure_a													NoAmplification																	
1	64	blaSFO	B2_manure_b													NoAmplification																	
1	65	blaSFO	B2_manure_c													NoAmplification																	
1	66	blaSFO	P3_S5_a													LowEfficiency, CtIsLarge, CurveFitFailed																	
1	67	blaSFO	P3_S5_b													CtIsLarge, CurveFitFailed																	
1	68	blaSFO	P4_S9_a													CtIsLarge, CurveFitFailed																	
1	69	blaSFO	P4_S9_b													LowEfficiency, CtIsLarge, CurveFitFailed																	
1	70	blaSFO	P8_S2_a													CtIsLarge, CurveFitFailed																	
1	71	blaSFO	P8_S2_b													NoAmplification																	
2	0	mefA	B1_manure_a	-1	30.50717	80.44839		0.9999444	1042.918	0.5600535	1.816512	False	False	False	9.955236E-07	CtIsLarge									8	1365.482	1.521012	33.51028	3683.336	3.065834	3.697462		
2	1	mefA	B1_manure_b	-1	29.68177	80.49938		0.9999646	606.5582	0.5898125	1.838517	False	False	False	1.148425E-06	CtIsLarge									7	1335.657	1.493345	32.64845	3588.578	1.612395	3.686751		
2	2	mefA	B1_manure_c	-1	31.51429	80.39788		0.9999723	616.7941	0.5137519	1.850952	False	False	False	2.970554E-07	CtIsLarge									13	1419.76	1.478311	34.46116	3951.373	4.338112	3.783128		
2	3	mefA	B2_manure_a	-1	30.15811	80.46556		0.9999502	1189.865	0.5712734	1.858626	False	False	False	6.454808E-07	CtIsLarge									11	1433.48	1.469241	33.09304	3907.437	3.849947	3.725839		
2	4	mefA	B2_manure_b	-1	32.18633	80.38209		0.9999818	498.0921	0.4855562	1.859482	False	False	False	1.715909E-07	CtIsLarge									8	1434.997	1.468238	35.11994	4194.919	3.4902	3.923295		
2	5	mefA	B2_manure_c	-1	33.63066	80.37558		0.9999821	246.4536	0.4198819	1.864681	False	False	False	5.198132E-08	CtIsLarge									13	1460.851	1.46219	36.5563	3746.906	3.92932	3.564878		
2	6	mefA	P3_S5_a													NoAmplification																	
2	7	mefA	P3_S5_b													NoAmplification																	
2	8	mefA	P4_S9_a													NoAmplification																	
2	9	mefA	P4_S9_b													NoAmplification																	
2	10	mefA	P8_S2_a													NoAmplification																	
2	11	mefA	P8_S2_b													NoAmplification																	
2	12	imp-marko	B1_manure_a													NoAmplification																	
2	13	imp-marko	B1_manure_b													NoAmplification																	
2	14	imp-marko	B1_manure_c													NoAmplification																	
2	15	imp-marko	B2_manure_a													NoAmplification																	
2	16	imp-marko	B2_manure_b													NoAmplification																	
2	17	imp-marko	B2_manure_c													NoAmplification																	
2	18	imp-marko	P3_S5_a													NoAmplification																	
2	19	imp-marko	P3_S5_b													NoAmplification																	
2	20	imp-marko	P4_S9_a													NoAmplification																	
2	21	imp-marko	P4_S9_b													NoAmplification																	
2	22	imp-marko	P8_S2_a													NoAmplification																	
2	23	imp-marko	P8_S2_b													NoAmplification																	
2	24	tetH	B1_manure_a	-1	25.342	77.86624		0.9998626	7446.747	0.7393711	1.976659	False	False	False	4.984615E-06										8	1569.325	1.346782	28.11565	5808.141	3.194238	4.701044		
2	25	tetH	B1_manure_b	-1	25.65984	77.81969		0.9999097	3218.547	0.7307592	2.006421	False	False	False	2.209489E-06										12	1485.568	1.320198	28.39849	4856.328	2.204376	4.269003		
2	26	tetH	B1_manure_c	-1	26.3181	77.65459		0.999785	5877.563	0.7075313	1.975053	False	False	False	1.75095E-06										11	1525.305	1.34826	29.0937	4118.96	1.908249	3.700418		
2	27	tetH	B2_manure_a	-1	24.32845	77.80503		0.9997725	9448.41	0.7677176	1.964887	False	False	False	1.080347E-05										11	1598.584	1.357723	27.11651	5097.021	2.487985	4.18846		
2	28	tetH	B2_manure_b	-1	25.65788	77.7233		0.9998872	4489.779	0.728821	1.998269	False	False	False	2.617961E-06										12	1562.868	1.327331	28.40592	5154.709	1.50499	4.298237		
2	29	tetH	B2_manure_c	-1	25.46983	77.6588		0.9997767	7154.878	0.7345212	1.976211	False	False	False	3.562767E-06										10	1602.2	1.347194	28.24403	4537.392	2.116655	3.831975		
2	30	tetH	P3_S5_a													NoAmplification																	
2	31	tetH	P3_S5_b													NoAmplification																	
2	32	tetH	P4_S9_a	-1	34.16397	77.89305		0.9998326	6941.021	0.2409279	1.988635	False	False	False	7.099907E-09	CtIsLarge									9	2883.282	1.335904	36.9233	7158.145	-14.07141	3.482638		
2	33	tetH	P4_S9_b	-1	31.31724	77.93044		0.9996643	24298.45	0.3917624	1.959816	False	False	False	9.383891E-08	CtIsLarge									9	3068.203	1.362514	34.11161	7003.02	-20.65076	3.28245		
2	34	tetH	P8_S2_a													NoAmplification																	
2	35	tetH	P8_S2_b													NoAmplification																	
2	36	tetW	B1_manure_a	-1	24.24563	80.80446		0.9999577	1103.809	0.7660471	1.907656	False	False	False	1.938885E-05										7	1395.538	1.414718	27.10876	4068.949	2.751166	3.915684		
2	37	tetW	B1_manure_b	-1	24.3613	80.8716		0.9998224	4166.166	0.7635901	1.887401	False	False	False	2.286456E-05										9	1327.359	1.436551	27.25318	3965.296	0.4109713	3.987358		
2	38	tetW	B1_manure_c	-1	23.92538	80.83188		0.9999683	530.2982	0.7742553	1.891995	False	False	False	2.634163E-05										7	1482.109	1.431517	26.81063	3584.818	1.97906	3.418727		
2	39	tetW	B2_manure_a	-1	25.1136	80.82697		0.9999817	497.3673	0.744445	1.889409	False	False	False	1.372529E-05										6	1410.996	1.434345	28.00257	4132.479	1.394974	3.928766		
2	40	tetW	B2_manure_b	-1	23.58013	80.7767		0.9999503	1045.136	0.7796135	1.87643	False	False	False	4.470717E-05										7	1348.723	1.448775	26.48811	3896.11	-1.004644	3.88874		
2	41	tetW	B2_manure_c	-1	23.56635	80.8519		0.9999734	563.2653	0.7800758	1.871119	False	False	False	4.844977E-05										4	1356.891	1.454796	26.48226	3898.821	-0.1819993	3.87335		
2	42	tetW	P3_S5_a													NoAmplification																	
2	43	tetW	P3_S5_b													NoAmplification																	
2	44	tetW	P4_S9_a													NoAmplification																	
2	45	tetW	P4_S9_b													NoAmplification																	
2	46	tetW	P8_S2_a													NoAmplification																	
2	47	tetW	P8_S2_b													NoAmplification																	
2	48	aadD	B1_manure_a	-1	24.96998	80.06891		0.9999765	605.7828	0.7436296	1.890289	False	False	False	1.632572E-05										9	1529.78	1.43338	27.85768	4501.595	1.110174	3.942641		
2	49	aadD	B1_manure_b	-1	24.74994	80.0435		0.9999743	502.9847	0.7514843	1.89293	False	False	False	1.551687E-05										9	1540.916	1.430498	27.63385	3804.966	0.3425628	3.469289		
2	50	aadD	B1_manure_c	-1	24.16643	80.04712		0.9999232	1816.441	0.7658094	1.861051	False	False	False	3.717931E-05										12	1594.645	1.466405	27.09763	3941.003	-0.6857392	3.471399		
2	51	aadD	B2_manure_a	-1	23.48702	80.06568		0.9999843	458.8143	0.7758001	1.914472	False	False	False	3.313323E-05										10	1548.845	1.407578	26.34074	4440.638	1.738396	3.867064		
2	52	aadD	B2_manure_b	-1	23.86201	80.04643		0.9999829	472.7171	0.7717853	1.890453	False	False	False	3.604285E-05										12	1503.033	1.433201	26.74948	4597.867	0.2168197	4.05906		
2	53	aadD	B2_manure_c	-1	23.80984	79.99753		0.9999887	247.6039	0.7688075	1.887388	False	False	False	3.437269E-05										8	1494.363	1.436565	26.70174	4060.084	0.4779109	3.716933		
2	54	aadD	P3_S5_a													NoAmplification																	
2	55	aadD	P3_S5_b													NoAmplification																	
2	56	aadD	P4_S9_a													NoAmplification																	
2	57	aadD	P4_S9_b													NoAmplification																	
2	58	aadD	P8_S2_a													NoAmplification																	
2	59	aadD	P8_S2_b													NoAmplification																	
2	60	vanRA	B1_manure_a													NoAmplification																	
2	61	vanRA	B1_manure_b													NoAmplification																	
2	62	vanRA	B1_manure_c													NoAmplification																	
2	63	vanRA	B2_manure_a													NoAmplification																	
2	64	vanRA	B2_manure_b													NoAmplification																	
2	65	vanRA	B2_manure_c													NoAmplification																	
2	66	vanRA	P3_S5_a													NoAmplification																	
2	67	vanRA	P3_S5_b													NoAmplification																	
2	68	vanRA	P4_S9_a													NoAmplification																	
2	69	vanRA	P4_S9_b													NoAmplification																	
2	70	vanRA	P8_S2_a													NoAmplification																	
2	71	vanRA	P8_S2_b													NoAmplification																	
3	0	tetM	B1_manure_a	-1	23.97087	77.9816		0.9999697	1503.125	0.7680498	1.90552	False	False	False	3.684355E-05										9	1439.788	1.416977	26.83697	6190.453	2.292922	5.299559		
3	1	tetM	B1_manure_b	-1	23.77311	77.97742		0.9999799	874.0269	0.7744449	1.935282	False	False	False	2.585204E-05										4	1440.115	1.386384	26.59892	5556.391	3.672542	4.858295		
3	2	tetM	B1_manure_c	-1	24.02622	77.92997		0.9999689	1035.49	0.7709223	1.901253	False	False	False	3.108537E-05										9	1451.989	1.421519	26.8983	5133.013	1.274879	4.53516		
3	3	tetM	B2_manure_a	-1	23.08783	77.9614		0.9999646	1327.977	0.7890115	1.896053	False	False	False	6.914942E-05										9	1445.276	1.427111	25.96728	5521.775	0.8722311	4.820569		
3	4	tetM	B2_manure_b	-1	23.35744	77.98696		0.9999809	1026.97	0.7838379	1.916247	False	False	False	4.720958E-05										5	1466.11	1.405734	26.20873	5903.188	4.14286	5.02643		
3	5	tetM	B2_manure_c	-1	23.59138	77.9633		0.9999558	2024.441	0.780221	1.910124	False	False	False	4.146851E-05										11	1456.611	1.412121	26.45108	5658.319	0.6368623	4.884579		
3	6	tetM	P3_S5_a													NoAmplification																	
3	7	tetM	P3_S5_b													NoAmplification																	
3	8	tetM	P4_S9_a													NoAmplification																	
3	9	tetM	P4_S9_b	-1	30.19958	78.35149		0.9999432	6595.458	0.4654616	1.925866	False	False	False	4.641902E-07	CtIsLarge									11	2996.129	1.395862	33.03787	8826.008	-24.25517	3.945804		
3	10	tetM	P8_S2_a													NoAmplification																	
3	11	tetM	P8_S2_b													NoAmplification																	
3	12	ermY	B1_manure_a	-1	32.03583	74.40711		0.9999467	1969.302	0.4804479	1.943238	False	False	False	5.567716E-08	CtIsLarge									10	1396.716	1.378515	34.85127	5313.806	2.629396	4.8045		
3	13	ermY	B1_manure_b	-1	31.42933	74.36694		0.9998669	6170.856	0.5074551	1.968778	False	False	False	5.798079E-08	CtIsLarge									13	1346.147	1.354079	34.2126	5448.86	2.255119	5.047744		
3	14	ermY	B1_manure_c	-1	34.44965	74.2815		0.9999337	1367.532	0.3668522	1.921038	False	False	False	1.488898E-08	CtIsLarge									11	1366.053	1.400793	37.29443	5437.97	4.445788	4.98079		
3	15	ermY	B2_manure_a	-1	28.49714	74.53656		0.9999338	3884.729	0.6346083	1.992204	False	False	False	4.010643E-07										10	1429.428	1.33271	31.25227	6130.467	3.078966	5.288754		
3	16	ermY	B2_manure_b	-1	28.86526	74.47718		0.9999171	4183.244	0.6189718	1.958587	False	False	False	4.996086E-07										14	1433.31	1.363683	31.66117	6050.912	1.191132	5.221634		
3	17	ermY	B2_manure_c	-1	30.29271	74.453		0.9999077	5313.176	0.5598015	1.982527	False	False	False	1.17602E-07	CtIsLarge									11	1431.252	1.34142	33.05931	5937.511	3.739439	5.148472		
3	18	ermY	P3_S5_a													NoAmplification																	
3	19	ermY	P3_S5_b													NoAmplification																	
3	20	ermY	P4_S9_a													NoAmplification																	
3	21	ermY	P4_S9_b													NoAmplification																	
3	22	ermY	P8_S2_a													NoAmplification																	
3	23	ermY	P8_S2_b													NoAmplification																	
3	24	vanWB	B1_manure_a													NoAmplification																	
3	25	vanWB	B1_manure_b													NoAmplification																	
3	26	vanWB	B1_manure_c													NoAmplification																	
3	27	vanWB	B2_manure_a													NoAmplification																	
3	28	vanWB	B2_manure_b													NoAmplification																	
3	29	vanWB	B2_manure_c													NoAmplification																	
3	30	vanWB	P3_S5_a													NoAmplification																	
3	31	vanWB	P3_S5_b													NoAmplification																	
3	32	vanWB	P4_S9_a													NoAmplification																	
3	33	vanWB	P4_S9_b													NoAmplification																	
3	34	vanWB	P8_S2_a													NoAmplification																	
3	35	vanWB	P8_S2_b													NoAmplification																	
3	36	vanXB	B1_manure_a													NoAmplification																	
3	37	vanXB	B1_manure_b													NoAmplification																	
3	38	vanXB	B1_manure_c													NoAmplification																	
3	39	vanXB	B2_manure_a													NoAmplification																	
3	40	vanXB	B2_manure_b													NoAmplification																	
3	41	vanXB	B2_manure_c													NoAmplification																	
3	42	vanXB	P3_S5_a													NoAmplification																	
3	43	vanXB	P3_S5_b													NoAmplification																	
3	44	vanXB	P4_S9_a													NoAmplification																	
3	45	vanXB	P4_S9_b													NoAmplification																	
3	46	vanXB	P8_S2_a													NoAmplification																	
3	47	vanXB	P8_S2_b													NoAmplification																	
3	48	erm(A)	B1_manure_a	-1	29.09672	76.64461		0.9999101	2862.85	0.6080533	1.852546	False	False	False	1.946758E-06										5	1526.223	1.476414	32.0411	5180.357	1.346169	4.394234		
3	49	erm(A)	B1_manure_b	-1	31.33557	76.53295		0.9998267	4570.395	0.5134374	1.886634	False	False	False	1.889015E-07	CtIsLarge									8	1443.363	1.437395	34.22856	4150.014	4.024118	3.875238		
3	50	erm(A)	B1_manure_c	-1	30.43782	76.4862		0.999626	4704.319	0.5565851	1.925249	False	False	False	1.271038E-07	CtIsLarge									8	1578.34	1.39649	33.27694	2837.639	4.81462	2.797863		
3	51	erm(A)	B2_manure_a	-1	31.48647	76.52753		0.9998431	3634.732	0.5060685	1.893018	False	False	False	1.451871E-07	CtIsLarge									8	1507.637	1.430402	34.37025	3956.607	3.495532	3.624376		
3	52	erm(A)	B2_manure_b	-1	32.10976	76.53641		0.9999072	1976.353	0.4761906	1.898263	False	False	False	8.936752E-08	CtIsLarge									9	1510.547	1.424727	34.98607	4129.112	3.731028	3.733521		
3	53	erm(A)	B2_manure_c													NoAmplification																	
3	54	erm(A)	P3_S5_a													NoAmplification																	
3	55	erm(A)	P3_S5_b													NoAmplification																	
3	56	erm(A)	P4_S9_a													NoAmplification																	
3	57	erm(A)	P4_S9_b													NoAmplification																	
3	58	erm(A)	P8_S2_a													NoAmplification																	
3	59	erm(A)	P8_S2_b													NoAmplification																	
3	60	cfr	B1_manure_a													NoAmplification																	
3	61	cfr	B1_manure_b													NoAmplification																	
3	62	cfr	B1_manure_c													NoAmplification																	
3	63	cfr	B2_manure_a													NoAmplification																	
3	64	cfr	B2_manure_b													NoAmplification																	
3	65	cfr	B2_manure_c													NoAmplification																	
3	66	cfr	P3_S5_a													NoAmplification																	
3	67	cfr	P3_S5_b													NoAmplification																	
3	68	cfr	P4_S9_a													NoAmplification																	
3	69	cfr	P4_S9_b													NoAmplification																	
3	70	cfr	P8_S2_a													NoAmplification																	
3	71	cfr	P8_S2_b													NoAmplification																	
4	0	vanSB	B1_manure_a													NoAmplification																	
4	1	vanSB	B1_manure_b													NoAmplification																	
4	2	vanSB	B1_manure_c													NoAmplification																	
4	3	vanSB	B2_manure_a													NoAmplification																	
4	4	vanSB	B2_manure_b													NoAmplification																	
4	5	vanSB	B2_manure_c													NoAmplification																	
4	6	vanSB	P3_S5_a													NoAmplification																	
4	7	vanSB	P3_S5_b													NoAmplification																	
4	8	vanSB	P4_S9_a													NoAmplification																	
4	9	vanSB	P4_S9_b													NoAmplification																	
4	10	vanSB	P8_S2_a													NoAmplification																	
4	11	vanSB	P8_S2_b													NoAmplification																	
4	12	vanSE	B1_manure_a													NoAmplification																	
4	13	vanSE	B1_manure_b													NoAmplification																	
4	14	vanSE	B1_manure_c													NoAmplification																	
4	15	vanSE	B2_manure_a													NoAmplification																	
4	16	vanSE	B2_manure_b													NoAmplification																	
4	17	vanSE	B2_manure_c													NoAmplification																	
4	18	vanSE	P3_S5_a													NoAmplification																	
4	19	vanSE	P3_S5_b													NoAmplification																	
4	20	vanSE	P4_S9_a													NoAmplification																	
4	21	vanSE	P4_S9_b													NoAmplification																	
4	22	vanSE	P8_S2_a													NoAmplification																	
4	23	vanSE	P8_S2_b													NoAmplification																	
4	24	ISPps1-pseud	B1_manure_a													NoAmplification																	
4	25	ISPps1-pseud	B1_manure_b													NoAmplification																	
4	26	ISPps1-pseud	B1_manure_c													NoAmplification																	
4	27	ISPps1-pseud	B2_manure_a													NoAmplification																	
4	28	ISPps1-pseud	B2_manure_b													NoAmplification																	
4	29	ISPps1-pseud	B2_manure_c													NoAmplification																	
4	30	ISPps1-pseud	P3_S5_a													NoAmplification																	
4	31	ISPps1-pseud	P3_S5_b													NoAmplification																	
4	32	ISPps1-pseud	P4_S9_a													NoAmplification																	
4	33	ISPps1-pseud	P4_S9_b													NoAmplification																	
4	34	ISPps1-pseud	P8_S2_a													NoAmplification																	
4	35	ISPps1-pseud	P8_S2_b	-1	31.32944	83.83111		0.9999669	2400.26	0.4155462	1.891676	False	False	False	3.020072E-07	CtIsLarge									6	3275.579	1.431865	34.21515	7206.255	-22.6242	3.199994		
4	36	ISAba3-Acineto	B1_manure_a	-1	27.82191	75.69698		0.9999133	1267.148	0.718795	1.874016	False	False	False	1.956438E-06										7	1835.921	1.451503	30.73348	3069.18	21.01648	2.671738		
4	37	ISAba3-Acineto	B1_manure_b	-1	28.80729	76.23003		0.9999273	2907.466	0.8060277	1.86643	False	False	False	1.531665E-06										11	3496.405	1.460171	31.73028	4193.812	96.11135	2.199464		
4	38	ISAba3-Acineto	B1_manure_c	-1	29.29739	76.08579		0.9999077	3968.469	0.7566332	1.833835	False	False	False	2.007165E-06										6	3053.275	1.499115	32.27166	4484.384	74.19147	2.468713		
4	39	ISAba3-Acineto	B2_manure_a	-1	29.61958	76.15517		0.9998965	4134.661	0.7971435	1.890556	False	False	False	5.743956E-07	CtIsLarge									8	3581.333	1.433088	32.5069	4077.187	94.52277	2.138455		
4	40	ISAba3-Acineto	B2_manure_b	-1	29.66901	76.05183		0.9998577	4693.925	0.7421633	1.879949	False	False	False	6.531686E-07	CtIsLarge									10	2863.747	1.444822	32.57178	4033.451	65.67995	2.408453		
